131.24	131.68	hecho
131.98	132.02	que
132.1	132.18	te
132.3	133.259	quiera
133.36	134.0	así?
134.5	135.5	¿Cómo
135.539	135.74	has
135.78	136.28	hecho?
136.6	136.68	Me
136.72	137.74	mataste,
137.86	138.86	amor.
139.19	140.12	¿Cómo
140.18	140.31	has
140.46	140.94	hecho?
141.48	142.38	¿Cómo
142.44	142.63	has
142.8	143.42	hecho?
146.14	146.34	Al
146.46	147.16	saberte
147.2	147.74	ajena
147.75	147.75	a
147.8	148.0	mis
148.06	150.12	sentimientos,
150.8	151.44	deseo
151.54	152.4	preguntarte
152.46	152.54	qué
152.56	152.76	has
152.78	153.04	hecho
153.08	153.16	en
153.2	155.36	mí.
183.38	183.56	Oye,
183.62	183.82	Gian
183.84	184.38	Franco,
185.16	185.26	¿y
185.3	185.45	cómo
185.46	185.58	has
185.6	185.78	hecho
185.86	186.01	para
186.04	187.08	enamorarlas?
188.78	189.04	Dilo
189.08	189.4	tú.
195.26	196.82	Muchas
196.84	197.44	gracias
198.0	198.06	a
198.08	198.14	mi
198.2	198.38	club
198.42	198.52	de
198.56	198.98	fans.
208.68	208.78	Y
208.82	208.88	la
208.94	209.22	mancha
209.24	209.4	más
209.46	209.8	alegre
209.84	209.98	con
210.0	210.08	la
210.16	210.38	mano
210.42	210.6	para
210.68	210.96	arriba,
211.26	211.52	arriba,
211.82	212.1	arriba,
212.4	212.64	arriba
212.66	212.75	las
212.78	213.0	manos,
213.02	213.24	arriba
213.26	213.31	las
213.36	213.54	manos,
213.6	213.8	arriba
213.82	213.89	las
213.9	214.09	manos,
214.18	214.7	arriba.
218.26	218.82	Gózalo,
218.94	219.68	Perú.
222.7	223.08	Debí
223.1	223.56	saber
223.68	223.76	que
223.8	223.9	al
223.94	224.46	amarte
224.48	224.7	yo
224.8	225.04	me
225.1	226.32	perdía.
227.4	227.78	Debí
227.8	228.24	saber
228.34	228.48	que
228.56	228.68	tu
228.74	229.18	mundo
229.24	229.42	ya
229.48	229.58	no
229.66	230.02	era
230.18	231.66	mío.
232.08	232.2	Es
232.24	232.46	tan
232.52	233.02	lejano
233.08	233.36	aquel
233.4	233.68	día
233.76	233.769	en
233.82	233.94	que
234.12	234.36	me
234.4	235.96	decías:
236.56	236.8	"Ya
236.84	237.0	no
237.1	237.28	soy
237.32	237.74	niña,
237.86	237.92	no
238.0	238.4	juego
238.46	238.64	con
238.76	241.06	sentimientos".
241.44	242.38	¿Cómo
242.44	242.62	has
242.78	243.18	hecho
243.5	243.72	para
243.73	244.73	amarte
244.76	245.4	así?
246.04	247.06	¿Cómo
247.08	247.3	has
247.32	247.84	hecho
248.12	248.2	que
248.26	248.34	te
248.48	249.42	quiera
249.56	250.06	así?
250.72	251.64	¿Cómo
251.68	251.88	has
252.12	252.46	hecho?
252.78	252.88	Me
252.92	253.94	mataste,
254.0	255.04	amor.
255.41	256.38	¿Cómo
256.4	256.6	has
256.62	257.2	hecho?
257.73	258.64	¿Cómo
258.68	258.88	has
258.96	260.28	hecho?
262.38	262.54	Al
262.68	263.38	saberte
263.42	263.959	ajena
263.969	264.0	a
264.019	264.24	mis
264.31	266.28	sentimientos,
267.04	267.64	deseo
267.76	268.56	preguntarte
268.66	268.74	qué
268.76	268.96	has
268.98	269.28	hecho
269.32	269.38	en
269.42	270.159	mí.
298.03	298.18	¿Y
298.24	298.82	ahora?
302.98	303.1	¿Y
303.18	303.4	para
303.46	303.86	qué?
304.96	305.48	Santeño,
306.19	306.28	¿y
306.34	306.48	para
306.5	306.62	qué
306.68	306.92	quiero
306.96	307.16	todo
307.2	307.26	lo
307.34	307.42	que
307.48	307.86	tengo
308.7	308.78	si
308.84	308.98	no
309.02	309.28	tengo
309.4	309.48	su
309.52	310.0	amor?
310.62	310.92	Yo
310.96	311.46	prefiero
311.48	312.08	morir.
313.68	313.78	Y
313.82	313.95	todo
314.0	314.08	el
314.12	314.34	mundo
314.4	314.52	con
314.58	314.659	la
314.72	314.92	mano
314.96	315.2	para
315.21	315.44	arriba.
315.68	316.04	Arriba
316.08	316.2	la
316.22	317.02	manito.
317.42	317.7	Sí,
318.02	318.3	sí,
318.48	318.9	cumbia
318.94	318.96	y
319.02	319.68	sabor.
319.74	319.96	Sí,
320.28	320.52	sí,
320.72	321.12	cumbia
321.14	321.22	y
321.24	321.719	sabor.
321.98	322.219	Sí,
322.52	322.76	sí,
322.98	323.34	cumbia
323.36	323.4	y
323.46	324.16	sabor.
324.34	324.6	Amor
324.62	326.1	rebelde.
328.42	328.6	Un
328.64	328.9	solo
328.92	329.84	sentimiento.
331.81	332.8	¿Y
332.88	333.08	cómo
333.14	333.56	dice?
337.52	337.98	Para
338.04	338.16	qué
338.22	338.46	quiero
338.52	338.56	el
338.64	339.02	mundo
339.16	339.26	si
339.36	339.78	pierdo
339.82	339.92	el
340.14	341.46	alma.
342.02	342.48	Para
342.58	342.66	qué
342.72	342.98	quiero
343.04	343.16	el
343.22	343.58	alma
343.68	343.82	si
343.86	344.02	tú
344.08	344.18	no
344.22	344.4	me
344.46	345.7	amas.
346.5	346.92	Para
347.04	347.16	qué
347.18	347.54	quiero
347.6	348.04	todo
348.18	348.34	lo
348.46	348.64	que
348.68	348.82	yo
348.9	350.0	tengo.
350.96	351.12	Si
351.26	351.38	no
351.48	351.78	tengo
351.86	351.96	tu
352.0	352.5	amor,
352.66	353.12	mejor
353.2	353.32	me
353.38	354.52	muero.
355.32	355.9	Cuando
355.98	356.12	te
356.16	356.34	vi
356.38	357.04	sabía
357.12	357.2	que
357.3	357.44	te
357.54	359.02	quería.
359.94	360.34	Desde
360.38	360.62	hace
360.7	360.98	mucho
361.08	361.58	tiempo
361.68	361.86	sin
361.94	363.68	conocerte.
364.4	364.64	Yo
364.74	364.88	sé
364.9	365.04	que
365.12	365.28	si
365.32	366.02	llegaste
366.12	366.32	fue
366.42	366.64	por
366.66	366.8	mi
366.82	367.96	mente.
368.94	369.14	Te
369.22	369.76	conocí
369.82	369.85	en
369.86	370.04	mis
370.06	370.58	sueños
370.62	370.92	antes
371.0	371.12	de
371.18	372.42	verte.
373.14	373.3	Cómo
373.4	373.519	te
373.58	374.44	quiero,
375.36	375.58	cómo
375.64	375.7	te
375.74	377.1	extraño,
377.6	377.78	cómo
377.84	378.36	quisiera
378.4	378.9	decirte
378.98	379.46	siempre
379.54	379.98	cuánto
380.08	380.239	te
380.359	381.32	amo.
382.08	382.34	Ojos
382.42	383.86	azules
384.28	384.44	como
384.46	384.53	es
384.58	384.68	el
384.72	386.1	cielo,
386.54	386.78	esta
386.82	386.92	mi
386.96	387.3	tierra
387.36	387.46	que
387.52	387.8	tanto
387.88	388.3	quiero,
388.42	388.52	que
388.62	388.96	tanto
389.02	390.64	quiero.
391.1	391.2	Y
391.22	391.32	la
391.34	391.6	chela
391.68	391.92	para
391.93	392.15	arriba,
392.44	392.7	arriba,
393.01	393.24	arriba,
393.5	393.72	arriba
393.78	393.86	la
393.88	394.1	chela,
394.13	394.34	arriba,
394.44	394.68	chela
394.69	394.88	arriba,
394.98	395.2	chela
395.22	395.78	arriba.
396.56	396.759	Está
396.8	397.2	sonando
397.26	397.48	para
397.54	397.979	ti.
400.42	400.68	Amor
400.7	401.36	Rebelde.
404.68	405.14	Cumpay
405.2	406.5	Producciones.
411.24	411.82	Para
411.84	411.92	qué
412.0	412.22	quiero
412.26	412.34	el
412.44	412.81	mundo
412.96	413.06	si
413.14	413.54	pierdo
413.6	413.7	el
413.86	414.82	alma.
415.76	416.24	Para
416.32	416.46	qué
416.5	416.76	quiero
416.82	416.94	el
417.02	417.4	alma
417.48	417.6	si
417.66	417.82	tú
417.88	417.98	no
418.04	418.2	me
418.32	419.5	amas.
420.32	420.76	Para
420.84	420.96	qué
421.02	421.32	quiero
421.42	421.86	todo
422.0	422.14	lo
422.26	422.42	que
422.54	422.64	yo
422.72	423.84	tengo.
424.8	424.96	Si
425.08	425.22	no
425.32	425.58	tengo
425.72	425.82	tu
425.88	426.38	amor,
426.54	426.96	mejor
427.04	427.18	me
427.24	428.379	muero.
429.22	429.74	Cuando
429.84	429.96	te
430.02	430.18	vi
430.26	430.92	sabía
431.02	431.12	que
431.18	431.36	te
431.42	433.02	quería
433.82	434.24	desde
434.26	434.54	hace
434.6	434.88	mucho
434.98	435.44	tiempo
435.56	435.8	sin
435.82	437.7	conocerte.
438.28	438.58	Yo
438.7	438.84	sé
438.9	439.0	que
439.08	439.2	si
439.26	439.96	llegaste
440.06	440.24	fue
440.36	440.58	por
440.62	440.74	mi
440.8	441.9	mente.
442.88	443.1	Te
443.2	443.66	conocí
443.68	443.78	en
443.82	444.02	mis
444.04	444.52	sueños
444.58	444.88	antes
444.96	445.08	de
445.14	446.56	verte.
447.14	447.3	Cómo
447.36	447.48	te
447.56	448.62	quiero,
449.34	449.56	cómo
449.64	449.7	te
449.74	451.46	extraño,
451.58	451.76	cómo
451.8	452.38	quisiera
452.4	452.9	decirte
452.96	453.44	siempre
453.54	453.98	cuánto
454.08	454.26	te
454.36	455.38	amo.
456.02	456.28	Ojos
456.36	457.82	azules
458.26	458.4	como
458.44	458.52	es
458.56	458.66	el
458.72	460.02	cielo,
460.5	460.74	esta
460.76	460.86	mi
460.92	461.22	tierra
461.3	461.42	que
461.46	461.8	tanto
461.86	462.28	quiero,
462.4	462.5	que
462.58	462.92	tanto
462.98	464.84	quiero.
465.12	465.16	Y
465.22	465.62	arriba
465.66	465.78	la
465.82	466.46	manito,
467.46	467.82	arriba
467.88	468.0	la
468.02	468.7	chelita.
470.02	470.18	Este
470.24	470.25	es
470.34	470.4	el
470.44	470.74	mix,
470.96	471.32	cuánto
471.34	471.5	te
471.56	472.04	amo.
479.54	480.02	Facal
480.12	480.98	Producciones
481.32	481.46	y
481.64	481.98	Irving
482.04	482.92	Morales.
484.96	485.16	¿Dónde
485.24	485.33	está
485.36	485.42	la
485.46	485.72	mancha
485.74	485.9	más
485.96	486.48	alegre?
WORDS_END
